"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","296","adminCanNotCreateUserWithInvalidUserPassword(InvalidUserPasswordCase) [2] TOO_SHORT","","Thu Aug 20 15:17:56 UTC 2026","passed","Thu Aug 20 15:17:56 UTC 2026","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidUserPassword"
"","2062","userCanCreateAccountTest()","","Thu Aug 20 15:17:52 UTC 2026","passed","Thu Aug 20 15:17:54 UTC 2026","","iteration_1.ui.CreateAccountTest","iteration_1.ui.CreateAccountTest","userCanCreateAccountTest"
"","105","adminCanGenerateAuthTokenTest()","","Thu Aug 20 15:17:59 UTC 2026","passed","Thu Aug 20 15:17:59 UTC 2026","","iteration_1.api.LoginUserTest","iteration_1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","716","userCanCreateDepositWithValidDataTest(double) [1] 0.01","","Thu Aug 20 15:18:43 UTC 2026","failed","Thu Aug 20 15:18:44 UTC 2026","","iteration_2.api.CreateDepositTest","iteration_2.api.CreateDepositTest","userCanCreateDepositWithValidDataTest"
"","755","userCanCreateAccountTest()","","Thu Aug 20 15:17:59 UTC 2026","passed","Thu Aug 20 15:18:00 UTC 2026","","iteration_1.api.CreateAccountTest","iteration_1.api.CreateAccountTest","userCanCreateAccountTest"
"","3006","userCanNotTransferMoneyWithoutDataConfirmationTest()","","Thu Aug 20 15:18:28 UTC 2026","failed","Thu Aug 20 15:18:31 UTC 2026","","iteration_2.ui.TransferMoneyTest","iteration_2.ui.TransferMoneyTest","userCanNotTransferMoneyWithoutDataConfirmationTest"
"","578","userCanNotChangePersonalInfoWithInvalidDataTest(InvalidChangeNameCase) [2] DIGITS","","Thu Aug 20 15:18:54 UTC 2026","passed","Thu Aug 20 15:18:54 UTC 2026","","iteration_2.api.ChangeNameTest","iteration_2.api.ChangeNameTest","userCanNotChangePersonalInfoWithInvalidDataTest"
"","3146","userCanTransferMoneyToTheSameAccountTest()","","Thu Aug 20 15:18:19 UTC 2026","failed","Thu Aug 20 15:18:22 UTC 2026","","iteration_2.ui.TransferMoneyTest","iteration_2.ui.TransferMoneyTest","userCanTransferMoneyToTheSameAccountTest"
"","273","adminCanNotCreateUserWithInvalidUserNameTest(InvalidUsernameCase) [2] TOO_SHORT","","Thu Aug 20 15:17:57 UTC 2026","passed","Thu Aug 20 15:17:58 UTC 2026","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidUserNameTest"
"","2398","userCanNotChangeNameForInvalidTest()","","Thu Aug 20 15:18:31 UTC 2026","failed","Thu Aug 20 15:18:34 UTC 2026","","iteration_2.ui.ChangeNameTest","iteration_2.ui.ChangeNameTest","userCanNotChangeNameForInvalidTest"
"","917","userCanNotTransferInvalidAmountOfMoneyToValidAccountTest(InvalidTransferCase) [2] EXCEED_LIMIT","","Thu Aug 20 15:18:51 UTC 2026","failed","Thu Aug 20 15:18:51 UTC 2026","","iteration_2.api.TransferMoneyTest","iteration_2.api.TransferMoneyTest","userCanNotTransferInvalidAmountOfMoneyToValidAccountTest"
"","316","userCanGenerateAuthTokenTest()","","Thu Aug 20 15:17:59 UTC 2026","passed","Thu Aug 20 15:17:59 UTC 2026","","iteration_1.api.LoginUserTest","iteration_1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","2192","userCanLoginWithCorrectDataTest()","","Thu Aug 20 15:17:48 UTC 2026","passed","Thu Aug 20 15:17:51 UTC 2026","","iteration_1.ui.LoginUserTest","iteration_1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","2584","userCanCreateDepositTest()","","Thu Aug 20 15:18:05 UTC 2026","failed","Thu Aug 20 15:18:07 UTC 2026","","iteration_2.ui.CreateDepositTest","iteration_2.ui.CreateDepositTest","userCanCreateDepositTest"
"","697","userCanCreateDepositWithValidDataTest(double) [3] 4999.99","","Thu Aug 20 15:18:44 UTC 2026","failed","Thu Aug 20 15:18:45 UTC 2026","","iteration_2.api.CreateDepositTest","iteration_2.api.CreateDepositTest","userCanCreateDepositWithValidDataTest"
"","3176","userCanNotTransferMoneyToMissedRecipientNameTest()","","Thu Aug 20 15:18:25 UTC 2026","failed","Thu Aug 20 15:18:28 UTC 2026","","iteration_2.ui.TransferMoneyTest","iteration_2.ui.TransferMoneyTest","userCanNotTransferMoneyToMissedRecipientNameTest"
"","302","adminCanNotCreateUserWithInvalidUserPassword(InvalidUserPasswordCase) [5] NO_UPPERCASE","","Thu Aug 20 15:17:56 UTC 2026","passed","Thu Aug 20 15:17:57 UTC 2026","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidUserPassword"
"","886","userCanNotTransferInvalidAmountOfMoneyToValidAccountTest(InvalidTransferCase) [3] MORE_THAN_BALANCE","","Thu Aug 20 15:18:52 UTC 2026","failed","Thu Aug 20 15:18:52 UTC 2026","","iteration_2.api.TransferMoneyTest","iteration_2.api.TransferMoneyTest","userCanNotTransferInvalidAmountOfMoneyToValidAccountTest"
"","699","userCanCreateDepositWithValidDataTest(double) [2] 5000","","Thu Aug 20 15:18:44 UTC 2026","failed","Thu Aug 20 15:18:44 UTC 2026","","iteration_2.api.CreateDepositTest","iteration_2.api.CreateDepositTest","userCanCreateDepositWithValidDataTest"
"","4601","adminCanNotCreateUserWithIncorrectDataTest()","","Thu Aug 20 15:17:40 UTC 2026","passed","Thu Aug 20 15:17:45 UTC 2026","","iteration_1.ui.CreateUserTest","iteration_1.ui.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
"","0","TransferWithFraudCheckTest","","Thu Aug 20 15:18:43 UTC 2026","broken","Thu Aug 20 15:18:43 UTC 2026","","iteration_2.api.TransferWithFraudCheckTest","iteration_2.api.TransferWithFraudCheckTest",""
"","266","adminCanNotCreateUserWithInvalidUserNameTest(InvalidUsernameCase) [3] TOO_LONG","","Thu Aug 20 15:17:58 UTC 2026","passed","Thu Aug 20 15:17:58 UTC 2026","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidUserNameTest"
"","695","userCanNotCreateDepositWithInvalidDataTest(InvalidDepositCase) [2] EXCEED_LIMIT","","Thu Aug 20 15:18:47 UTC 2026","failed","Thu Aug 20 15:18:47 UTC 2026","","iteration_2.api.CreateDepositTest","iteration_2.api.CreateDepositTest","userCanNotCreateDepositWithInvalidDataTest"
"","2433","userCanNotCreateDepositMoreThanLimitTest()","","Thu Aug 20 15:18:00 UTC 2026","failed","Thu Aug 20 15:18:02 UTC 2026","","iteration_2.ui.CreateDepositTest","iteration_2.ui.CreateDepositTest","userCanNotCreateDepositMoreThanLimitTest"
"","698","userCanNotCreateDepositWithInvalidDataTest(InvalidDepositCase) [3] ZERO","","Thu Aug 20 15:18:47 UTC 2026","failed","Thu Aug 20 15:18:48 UTC 2026","","iteration_2.api.CreateDepositTest","iteration_2.api.CreateDepositTest","userCanNotCreateDepositWithInvalidDataTest"
"","307","adminCanNotCreateUserWithInvalidUserPassword(InvalidUserPasswordCase) [3] NO_DIGIT","","Thu Aug 20 15:17:56 UTC 2026","passed","Thu Aug 20 15:17:56 UTC 2026","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidUserPassword"
"","1168","adminCanNotCreateUserWithInvalidUserPassword(InvalidUserPasswordCase) [1] BLANK","","Thu Aug 20 15:17:54 UTC 2026","passed","Thu Aug 20 15:17:56 UTC 2026","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidUserPassword"
"","2865","userCanNotTransferMoneyWithoutSelectingSenderAccountTest()","","Thu Aug 20 15:18:22 UTC 2026","failed","Thu Aug 20 15:18:25 UTC 2026","","iteration_2.ui.TransferMoneyTest","iteration_2.ui.TransferMoneyTest","userCanNotTransferMoneyWithoutSelectingSenderAccountTest"
"","1655","adminCanLoginWithCorrectDataTest()","","Thu Aug 20 15:17:51 UTC 2026","passed","Thu Aug 20 15:17:52 UTC 2026","","iteration_1.ui.LoginUserTest","iteration_1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","2231","userCanNotCreateDepositWithoutSelectingAccountTest()","","Thu Aug 20 15:18:02 UTC 2026","passed","Thu Aug 20 15:18:05 UTC 2026","","iteration_2.ui.CreateDepositTest","iteration_2.ui.CreateDepositTest","userCanNotCreateDepositWithoutSelectingAccountTest"
"","294","adminCanNotCreateUserWithInvalidUserPassword(InvalidUserPasswordCase) [4] NO_SPECIAL_CHAR","","Thu Aug 20 15:17:56 UTC 2026","passed","Thu Aug 20 15:17:56 UTC 2026","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidUserPassword"
"","709","userCanNotCreateDepositWithInvalidDataTest(InvalidDepositCase) [1] NEGATIVE","","Thu Aug 20 15:18:46 UTC 2026","failed","Thu Aug 20 15:18:47 UTC 2026","","iteration_2.api.CreateDepositTest","iteration_2.api.CreateDepositTest","userCanNotCreateDepositWithInvalidDataTest"
"","5224","userCanNotTransferMoneyValueIncreasingBalanceTest()","","Thu Aug 20 15:18:07 UTC 2026","failed","Thu Aug 20 15:18:12 UTC 2026","","iteration_2.ui.TransferMoneyTest","iteration_2.ui.TransferMoneyTest","userCanNotTransferMoneyValueIncreasingBalanceTest"
"","758","userCanNotCreateDepositForNotExistingAccountTest()","","Thu Aug 20 15:18:45 UTC 2026","failed","Thu Aug 20 15:18:46 UTC 2026","","iteration_2.api.CreateDepositTest","iteration_2.api.CreateDepositTest","userCanNotCreateDepositForNotExistingAccountTest"
"","901","userCanTransferValidAmountOfMoneyToValidAccountTest()","","Thu Aug 20 15:18:48 UTC 2026","failed","Thu Aug 20 15:18:49 UTC 2026","","iteration_2.api.TransferMoneyTest","iteration_2.api.TransferMoneyTest","userCanTransferValidAmountOfMoneyToValidAccountTest"
"","267","adminCanNotCreateUserWithInvalidUserNameTest(InvalidUsernameCase) [4] INVALID_CHAR","","Thu Aug 20 15:17:58 UTC 2026","passed","Thu Aug 20 15:17:58 UTC 2026","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidUserNameTest"
