"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","885","userCanNotTransferInvalidAmountOfMoneyToValidAccountTest(InvalidTransferCase) [2] EXCEED_LIMIT","","Thu Aug 20 18:16:13 UTC 2026","failed","Thu Aug 20 18:16:14 UTC 2026","","iteration_2.api.TransferMoneyTest","iteration_2.api.TransferMoneyTest","userCanNotTransferInvalidAmountOfMoneyToValidAccountTest"
"","2410","userCanNotCreateDepositMoreThanLimitTest()","","Thu Aug 20 18:15:27 UTC 2026","failed","Thu Aug 20 18:15:29 UTC 2026","","iteration_2.ui.CreateDepositTest","iteration_2.ui.CreateDepositTest","userCanNotCreateDepositMoreThanLimitTest"
"","2547","userCanNotTransferMoneyWithoutDataConfirmationTest()","","Thu Aug 20 18:15:53 UTC 2026","failed","Thu Aug 20 18:15:56 UTC 2026","","iteration_2.ui.TransferMoneyTest","iteration_2.ui.TransferMoneyTest","userCanNotTransferMoneyWithoutDataConfirmationTest"
"","6767","userCanChangeNameTest()","","Thu Aug 20 18:15:58 UTC 2026","failed","Thu Aug 20 18:16:05 UTC 2026","","iteration_2.ui.ChangeNameTest","iteration_2.ui.ChangeNameTest","userCanChangeNameTest"
"","251","adminCanNotCreateUserWithInvalidUserPassword(InvalidUserPasswordCase) [6] NO_LOWERCASE","","Thu Aug 20 18:15:24 UTC 2026","passed","Thu Aug 20 18:15:24 UTC 2026","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidUserPassword"
"","258","adminCanNotCreateUserWithInvalidUserNameTest(InvalidUsernameCase) [1] BLANK","","Thu Aug 20 18:15:24 UTC 2026","passed","Thu Aug 20 18:15:24 UTC 2026","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidUserNameTest"
"","2880","userCanNotTransferMoneyWithoutSelectingSenderAccountTest()","","Thu Aug 20 18:15:47 UTC 2026","failed","Thu Aug 20 18:15:50 UTC 2026","","iteration_2.ui.TransferMoneyTest","iteration_2.ui.TransferMoneyTest","userCanNotTransferMoneyWithoutSelectingSenderAccountTest"
"","1619","adminCanLoginWithCorrectDataTest()","","Thu Aug 20 18:15:18 UTC 2026","passed","Thu Aug 20 18:15:20 UTC 2026","","iteration_1.ui.LoginUserTest","iteration_1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","281","adminCanNotCreateUserWithInvalidUserPassword(InvalidUserPasswordCase) [2] TOO_SHORT","","Thu Aug 20 18:15:23 UTC 2026","passed","Thu Aug 20 18:15:23 UTC 2026","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidUserPassword"
"","1964","userCanCreateAccountTest()","","Thu Aug 20 18:15:20 UTC 2026","failed","Thu Aug 20 18:15:22 UTC 2026","","iteration_1.ui.CreateAccountTest","iteration_1.ui.CreateAccountTest","userCanCreateAccountTest"
"","273","adminCanNotCreateUserWithInvalidUserNameTest(InvalidUsernameCase) [3] TOO_LONG","","Thu Aug 20 18:15:25 UTC 2026","passed","Thu Aug 20 18:15:25 UTC 2026","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidUserNameTest"
"","253","adminCanNotCreateUserWithInvalidUserNameTest(InvalidUsernameCase) [2] TOO_SHORT","","Thu Aug 20 18:15:24 UTC 2026","passed","Thu Aug 20 18:15:25 UTC 2026","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidUserNameTest"
"","580","userCanNotChangePersonalInfoWithInvalidDataTest(InvalidChangeNameCase) [3] SPECIAL_CHARACTERS","","Thu Aug 20 18:16:16 UTC 2026","passed","Thu Aug 20 18:16:17 UTC 2026","","iteration_2.api.ChangeNameTest","iteration_2.api.ChangeNameTest","userCanNotChangePersonalInfoWithInvalidDataTest"
"","4486","adminCanNotCreateUserWithIncorrectDataTest()","","Thu Aug 20 18:15:08 UTC 2026","passed","Thu Aug 20 18:15:12 UTC 2026","","iteration_1.ui.CreateUserTest","iteration_1.ui.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
