"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1803","userCanNotTransferMoneyToMissedRecipientNameTest()","","Thu Aug 20 18:06:46 UTC 2026","failed","Thu Aug 20 18:06:48 UTC 2026","","iteration_2.ui.TransferMoneyTest","iteration_2.ui.TransferMoneyTest","userCanNotTransferMoneyToMissedRecipientNameTest"
"","529","userCanChangePersonalInfoWithValidDataTest()","","Thu Aug 20 18:07:03 UTC 2026","broken","Thu Aug 20 18:07:03 UTC 2026","","iteration_2.api.ChangeNameTest","iteration_2.api.ChangeNameTest","userCanChangePersonalInfoWithValidDataTest"
"","268","adminCanNotCreateUserWithInvalidUserPassword(InvalidUserPasswordCase) [2] TOO_SHORT","","Thu Aug 20 18:06:27 UTC 2026","broken","Thu Aug 20 18:06:27 UTC 2026","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidUserPassword"
"","1824","userCanTransferMoneyPositiveTest()","","Thu Aug 20 18:06:41 UTC 2026","failed","Thu Aug 20 18:06:43 UTC 2026","","iteration_2.ui.TransferMoneyTest","iteration_2.ui.TransferMoneyTest","userCanTransferMoneyPositiveTest"
"","1734","userCanTransferMoneyToTheSameAccountTest()","","Thu Aug 20 18:06:43 UTC 2026","failed","Thu Aug 20 18:06:44 UTC 2026","","iteration_2.ui.TransferMoneyTest","iteration_2.ui.TransferMoneyTest","userCanTransferMoneyToTheSameAccountTest"
"","1809","userCanNotTransferMoneyWithoutDataConfirmationTest()","","Thu Aug 20 18:06:48 UTC 2026","failed","Thu Aug 20 18:06:50 UTC 2026","","iteration_2.ui.TransferMoneyTest","iteration_2.ui.TransferMoneyTest","userCanNotTransferMoneyWithoutDataConfirmationTest"
"","224","adminCanNotCreateUserWithInvalidUserPassword(InvalidUserPasswordCase) [6] NO_LOWERCASE","","Thu Aug 20 18:06:28 UTC 2026","broken","Thu Aug 20 18:06:28 UTC 2026","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidUserPassword"
"","4303","adminCanNotCreateUserWithIncorrectDataTest()","","Thu Aug 20 18:06:12 UTC 2026","passed","Thu Aug 20 18:06:16 UTC 2026","","iteration_1.ui.CreateUserTest","iteration_1.ui.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
"","528","userCanCreateDepositWithValidDataTest(double) [1] 0.01","","Thu Aug 20 18:06:56 UTC 2026","failed","Thu Aug 20 18:06:57 UTC 2026","","iteration_2.api.CreateDepositTest","iteration_2.api.CreateDepositTest","userCanCreateDepositWithValidDataTest"
"","519","userCanCreateDepositWithValidDataTest(double) [2] 5000","","Thu Aug 20 18:06:57 UTC 2026","failed","Thu Aug 20 18:06:57 UTC 2026","","iteration_2.api.CreateDepositTest","iteration_2.api.CreateDepositTest","userCanCreateDepositWithValidDataTest"
"","1729","userCanNotTransferMoneyToMissedAccountValueTest()","","Thu Aug 20 18:06:39 UTC 2026","failed","Thu Aug 20 18:06:41 UTC 2026","","iteration_2.ui.TransferMoneyTest","iteration_2.ui.TransferMoneyTest","userCanNotTransferMoneyToMissedAccountValueTest"
"","653","userCanCreateAccountTest()","","Thu Aug 20 18:06:30 UTC 2026","broken","Thu Aug 20 18:06:30 UTC 2026","","iteration_1.api.CreateAccountTest","iteration_1.api.CreateAccountTest","userCanCreateAccountTest"
"","221","adminCanNotCreateUserWithInvalidUserNameTest(InvalidUsernameCase) [3] TOO_LONG","","Thu Aug 20 18:06:28 UTC 2026","broken","Thu Aug 20 18:06:29 UTC 2026","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidUserNameTest"
"","211","adminCanNotCreateUserWithInvalidUserNameTest(InvalidUsernameCase) [4] INVALID_CHAR","","Thu Aug 20 18:06:29 UTC 2026","broken","Thu Aug 20 18:06:29 UTC 2026","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidUserNameTest"
"","511","userCanNotChangePersonalInfoWithInvalidDataTest(InvalidChangeNameCase) [1] THREE_WORDS","","Thu Aug 20 18:07:03 UTC 2026","broken","Thu Aug 20 18:07:04 UTC 2026","","iteration_2.api.ChangeNameTest","iteration_2.api.ChangeNameTest","userCanNotChangePersonalInfoWithInvalidDataTest"
"","301","userCanGenerateAuthTokenTest()","","Thu Aug 20 18:06:29 UTC 2026","passed","Thu Aug 20 18:06:30 UTC 2026","","iteration_1.api.LoginUserTest","iteration_1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","2571","userCanCreateDepositTest()","","Thu Aug 20 18:06:35 UTC 2026","failed","Thu Aug 20 18:06:37 UTC 2026","","iteration_2.ui.CreateDepositTest","iteration_2.ui.CreateDepositTest","userCanCreateDepositTest"
"","580","userCanNotTransferInvalidAmountOfMoneyToValidAccountTest(InvalidTransferCase) [2] EXCEED_LIMIT","","Thu Aug 20 18:07:02 UTC 2026","failed","Thu Aug 20 18:07:02 UTC 2026","","iteration_2.api.TransferMoneyTest","iteration_2.api.TransferMoneyTest","userCanNotTransferInvalidAmountOfMoneyToValidAccountTest"
"","1968","userCanCreateAccountTest()","","Thu Aug 20 18:06:23 UTC 2026","passed","Thu Aug 20 18:06:25 UTC 2026","","iteration_1.ui.CreateAccountTest","iteration_1.ui.CreateAccountTest","userCanCreateAccountTest"
"","601","userCanTransferValidAmountOfMoneyToValidAccountTest()","","Thu Aug 20 18:07:00 UTC 2026","failed","Thu Aug 20 18:07:01 UTC 2026","","iteration_2.api.TransferMoneyTest","iteration_2.api.TransferMoneyTest","userCanTransferValidAmountOfMoneyToValidAccountTest"
"","225","adminCanNotCreateUserWithInvalidUserPassword(InvalidUserPasswordCase) [4] NO_SPECIAL_CHAR","","Thu Aug 20 18:06:27 UTC 2026","broken","Thu Aug 20 18:06:27 UTC 2026","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidUserPassword"
"","587","userCanNotTransferInvalidAmountOfMoneyToValidAccountTest(InvalidTransferCase) [1] NEGATIVE","","Thu Aug 20 18:07:01 UTC 2026","failed","Thu Aug 20 18:07:02 UTC 2026","","iteration_2.api.TransferMoneyTest","iteration_2.api.TransferMoneyTest","userCanNotTransferInvalidAmountOfMoneyToValidAccountTest"
"","510","userCanNotCreateDepositWithInvalidDataTest(InvalidDepositCase) [1] NEGATIVE","","Thu Aug 20 18:06:58 UTC 2026","failed","Thu Aug 20 18:06:59 UTC 2026","","iteration_2.api.CreateDepositTest","iteration_2.api.CreateDepositTest","userCanNotCreateDepositWithInvalidDataTest"
"","521","userCanNotCreateDepositForNotExistingAccountTest()","","Thu Aug 20 18:06:58 UTC 2026","failed","Thu Aug 20 18:06:58 UTC 2026","","iteration_2.api.CreateDepositTest","iteration_2.api.CreateDepositTest","userCanNotCreateDepositForNotExistingAccountTest"
"","1840","userCanNotTransferMoneyValueIncreasingBalanceTest()","","Thu Aug 20 18:06:37 UTC 2026","failed","Thu Aug 20 18:06:39 UTC 2026","","iteration_2.ui.TransferMoneyTest","iteration_2.ui.TransferMoneyTest","userCanNotTransferMoneyValueIncreasingBalanceTest"
